,Unnamed: 0,file_name,text
949,949,Pepper__bell___healthy/21243b10-533b-4f8d-9ded-2cdff9a223b7___JR_HL 8232.JPG,"the text, with leaves"
950,950,Pepper__bell___healthy/2152dee6-2fd6-48a8-9e3a-a4189484dd12___JR_HL 8720.JPG,the same leaf
951,951,Pepper__bell___healthy/21d172cd-9cac-4bad-bdcb-4f72eb265f5a___JR_HL 8422.JPG,a leaf on top of a gray surface
952,952,Pepper__bell___healthy/22066048-462c-4d8d-9b42-ef0cd0c632a9___JR_HL 8631.JPG,a leaf with leaves and flowers in the background
953,953,Pepper__bell___healthy/2260546d-20e8-4602-b7cf-a42f21492ae3___JR_HL 7805.JPG,green leaf against a wall
954,954,Pepper__bell___healthy/226a6fd3-6624-4360-8637-3755f4acd3fb___JR_HL 5898.JPG,leaves with the text'how to be a good leader '
955,955,Pepper__bell___healthy/22eaa182-bd24-47f0-a2f8-e7bcfff9163a___JR_HL 5907.JPG,green leaves on the floor
956,956,Pepper__bell___healthy/234945aa-456b-4f88-856c-40ea3dacf0d7___JR_HL 5889.JPG,a leaf with some leaves on it
957,957,Pepper__bell___healthy/2359f487-7e4a-4480-a788-72fbc570afba___JR_HL 7739.JPG,a leaf hanging on the wall
958,958,Pepper__bell___healthy/2384d372-37c9-4979-9245-7ee4f25bce11___JR_HL 8141.JPG,a green leaf and an image of a white flower
959,959,Pepper__bell___healthy/238821ef-0422-4edf-a574-d3df77b42ac5___JR_HL 5835.JPG,a leaf that says that i'm y is to me
960,960,Pepper__bell___healthy/24711a2b-ec05-461e-913c-6cc65ec3b87e___JR_HL 8648.JPG,a leaf on a table
961,961,Pepper__bell___healthy/2492565a-7851-43ab-a1c2-41b3e0117b4a___JR_HL 7701.JPG,an orange and yellow leaf on the ground
962,962,Pepper__bell___healthy/24eb97a4-6671-48dd-96f7-3f2c86e80e21___JR_HL 5928.JPG,a leaf on the side
963,963,Pepper__bell___healthy/253b8420-d8a7-4278-8f5c-b1a0dd709138___JR_HL 8214.JPG,a green leaf with the word save your sanity
964,964,Pepper__bell___healthy/25586e4c-0cba-4db9-8bab-4a6353f097e9___JR_HL 8335.JPG,a leaf and some light
965,965,Pepper__bell___healthy/25f0c780-fe79-473f-914a-d7201eb2a3c1___JR_HL 8512.JPG,a leaf on top of a grey surface
966,966,Pepper__bell___healthy/2602f312-da1f-47eb-9c50-dcd4cba09d7d___JR_HL 7975.JPG,two different leaves
967,967,Pepper__bell___healthy/2608d280-4972-4d30-9aba-23eec0f149f3___JR_HL 7841.JPG,the heart shaped leaf
968,968,Pepper__bell___healthy/264428d4-7bc0-437e-b4ee-0ee67a742304___JR_HL 5890.JPG,a green leaf laying on the floor
969,969,Pepper__bell___healthy/26605bb8-e0b1-4232-b4bb-a4aba0b47edd___JR_HL 8777.JPG,a leaf on top of a white surface
970,970,Pepper__bell___healthy/26973212-3931-4a98-909f-4607af0142e2___JR_HL 8131.JPG,a green leaf on the ground
971,971,Pepper__bell___healthy/26eac7c9-e388-4110-b3c6-aaaebd7b0d8e___JR_HL 8566.JPG,two leaves on the back of a white vase
972,972,Pepper__bell___healthy/277eb282-4e80-4da6-8efe-740354fa368e___JR_HL 5995.JPG,"a leaf, one with its shadow, on the ground"
973,973,Pepper__bell___healthy/279a5c86-76d2-4c9d-9293-9ce666ced419___JR_HL 7893.JPG,a leaf on the wall
974,974,Pepper__bell___healthy/2853ccb3-5c5e-49b9-a2ff-988224505f23___JR_HL 7851.JPG,a leaf on the ground
975,975,Pepper__bell___healthy/28bb4671-65da-465d-9322-3727e363f13a___JR_HL 7964.JPG,a leaf that is in the middle
976,976,Pepper__bell___healthy/28cb1970-1ca2-452a-ace6-cd98f1aeb57c___JR_HL 8886.JPG,two green leaves with leaves sticking out on it
977,977,Pepper__bell___healthy/29596d82-86a8-4747-b019-b7bfa6e75ba0___JR_HL 8569.JPG,a small leaf with a small flower
978,978,Pepper__bell___healthy/296be9fb-0c43-48a4-9d05-8d906fee9c16___JR_HL 8643.JPG,"a leaf with the text, i'm e l o'n"
979,979,Pepper__bell___healthy/297f886b-edfb-4116-bbd0-0c45ad0ae26f___JR_HL 8206.JPG,a leaf sitting on the floor
980,980,Pepper__bell___healthy/29a30b3d-e893-4459-988c-974bc7b5cf36___JR_HL 8772.JPG,leaves on the ground
981,981,Pepper__bell___healthy/29cf454c-6b7d-45e7-929c-0136afb7ca39___JR_HL 8149.JPG,a green leaf
982,982,Pepper__bell___healthy/2a42396f-f9a9-47cc-9dd7-7149faf1e0e2___JR_HL 8544.JPG,an autumn leaf with green leaves on it
983,983,Pepper__bell___healthy/2a510a2e-0e15-4ee3-9a66-a7bc27710c91___JR_HL 7704.JPG,a leaf with green leaves
984,984,Pepper__bell___healthy/2a5eb7c8-4c8b-43a6-9448-b3983beef06c___JR_HL 8248.JPG,the leaf on the wall
985,985,Pepper__bell___healthy/2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL 8247.JPG,"a green leaf with the words let it, let the things that happen"
986,986,Pepper__bell___healthy/2accd1d7-e6b4-4114-9f8b-11130d583320___JR_HL 8841.JPG,an apple on top of a table
987,987,Pepper__bell___healthy/2b0eaba8-5c38-4eb2-8629-7b967cfd2b20___JR_HL 8062.JPG,leaves and a green leaf on a light grey background
988,988,Pepper__bell___healthy/2b19425c-51fd-498a-ad3d-d8875bd29923___JR_HL 8099.JPG,a leaf on the wall
989,989,Pepper__bell___healthy/2b4a81ee-5ce9-497d-93b4-5804aad10c1c___JR_HL 7782.JPG,a leaf on the sand
990,990,Pepper__bell___healthy/2b7b288c-141a-495f-9df0-3199a2815c9a___JR_HL 8731.JPG,the underside leaf on a piece of paper
991,991,Pepper__bell___healthy/2ba359a8-68ff-4f4b-9c8d-10cab127b257___JR_HL 8294.JPG,a single leaf in front of a white backdrop
992,992,Pepper__bell___healthy/2bd72641-4eea-4cf4-99b4-37815f06f096___JR_HL 5984.JPG,a leaf on the surface
993,993,Pepper__bell___healthy/2bf8e05e-8a65-4cf7-8171-3013044c1e9c___JR_HL 8209.JPG,green leaves on a light gray background
994,994,Pepper__bell___healthy/2c76bbee-0033-4186-bdc6-3f70092c4046___JR_HL 6000.JPG,a leaf sitting on top of a paper
995,995,Pepper__bell___healthy/2c8dc060-822b-4027-afb0-ed2284ff471b___JR_HL 8800.JPG,a leaf on a cement
996,996,Pepper__bell___healthy/2d5f93aa-ee53-49eb-ac82-cd0d4b9359c6___JR_HL 8481.JPG,two leaves and a flower on a grey surface
997,997,Pepper__bell___healthy/2d7a6a97-2425-4644-8821-2788ac9d0d18___JR_HL 8157.JPG,a leaf that is casting the light
998,998,Pepper__bell___healthy/2d909414-0496-462b-b972-0ae16ee8f1e9___JR_HL 8061.JPG,a leaf laying on a gray surface
999,999,Pepper__bell___healthy/2d93ee5a-6562-49c4-82fd-f5fbc950f4df___JR_HL 5943.JPG,a single green leaf
1000,1000,Pepper__bell___healthy/2e28e6a0-2e0b-4284-a9f5-74e5dfac142d___JR_HL 8451.JPG,a leaf on a grey background
1001,1001,Pepper__bell___healthy/2e7bcbb2-4e05-4b27-aebc-1e442eb58268___JR_HL 8514.JPG,a leaf on top of a cement ground
1002,1002,Pepper__bell___healthy/2f2aa4d8-cb43-4745-8cac-7560829ba950___JR_HL 8020.JPG,a plant on the wall with an interesting green leaf
1003,1003,Pepper__bell___healthy/2f305bea-28f3-4f9d-8338-b2370ccd8da8___JR_HL 7806.JPG,a leaf that is shown on the page
1004,1004,Pepper__bell___healthy/2fa76dae-f2a2-4527-b7c7-3c6f5b74a8e7___JR_HL 8114.JPG,a leaf with the text'it is like a leaf but i don '
1005,1005,Pepper__bell___healthy/2fb934df-b92d-4ede-8700-72a4c5a40f04___JR_HL 8839.JPG,a green leaf in grey paper
1006,1006,Pepper__bell___healthy/2fefe600-7bb1-4edd-86e7-0847c9e0e33c___JR_HL 8750.JPG,a leaf sitting on top of a table
1007,1007,Pepper__bell___healthy/30017b31-dbab-47e3-9c73-78864b785972___JR_HL 5905.JPG,an empty leaf on a gray surface
1008,1008,Pepper__bell___healthy/30d8ce3b-74d6-4dea-a70b-7fd4896d36ce___JR_HL 8350.JPG,a single leaf with the text i'm d o's s - y
1009,1009,Pepper__bell___healthy/31123ed4-ec77-4c22-8a11-0fa1efbdf2bc___JR_HL 8540.JPG,a leaf with the word hope in english
1010,1010,Pepper__bell___healthy/31186a00-f246-4438-9ae7-f0b36aa9596e___JR_HL 7884.JPG,a leaf on a surface
1011,1011,Pepper__bell___healthy/31394cd0-c576-4d84-9318-63e7a4ee4170___JR_HL 8640.JPG,a leaf on a wall
1012,1012,Pepper__bell___healthy/31d3fd73-b756-4d79-9774-3ddb034f8fd5___JR_HL 8582.JPG,a single plant next to a broken pot
1013,1013,Pepper__bell___healthy/31dce414-c0de-4355-b10e-953ac45623f0___JR_HL 8034.JPG,a green leaf in the sand
1014,1014,Pepper__bell___healthy/322bea7e-a6c3-4c86-99f5-76c2225243cc___JR_HL 5929.JPG,a leaf with two leaves
1015,1015,Pepper__bell___healthy/3290a3a9-07b9-40a0-948b-3c346ee4e202___JR_HL 5920.JPG,a leaf in the sand
1016,1016,Pepper__bell___healthy/32ad9931-dd83-42be-9502-d0cf967048f9___JR_HL 8255.JPG,the plant and its leaves
1017,1017,Pepper__bell___healthy/32c5b4b4-9380-4ea6-90fb-099e569c7390___JR_HL 8413.JPG,a leaf that is laying on the floor
1018,1018,Pepper__bell___healthy/32f0cd4f-3786-4fc6-84e0-4ffb72e96741___JR_HL 8155.JPG,a leaf with the title how to buy a business
1019,1019,Pepper__bell___healthy/3306b49b-e3b3-4450-8609-ae44ab2b6593___bell-pepper-plant-61726.jpg,"leaves with the text, growing up on them"
1020,1020,Pepper__bell___healthy/33227b26-600a-49ad-ad1c-2667442fcbc2___JR_HL 8882.JPG,green leaf
1021,1021,Pepper__bell___healthy/334c47a8-60bc-4021-a186-6f0d73624dd4___JR_HL 8354.JPG,the leaf on a wall with its shadow from the leaves
1022,1022,Pepper__bell___healthy/3350cc79-a559-4204-aade-92eb31916006___JR_HL 8901.JPG,a leaf that is laying on the ground
1023,1023,Pepper__bell___healthy/3355f3b6-7d93-4409-9e6f-6344b660e70f___JR_HL 8349.JPG,an image of a leaf on a white background
1024,1024,Pepper__bell___healthy/337c9b27-d3a4-4e15-b61d-0ff21f717a45___JR_HL 7943.JPG,a leaf with a quote about you are not perfect
1025,1025,Pepper__bell___healthy/338ebacf-1cf2-48e7-a69a-708b37f4210b___JR_HL 8821.JPG,"a leaf, one green leaf"
1026,1026,Pepper__bell___healthy/342c87ae-db00-4ba8-9029-a91ba10b4d77___JR_HL 8397.JPG,a leaf and its shadow on the ground
1027,1027,Pepper__bell___healthy/346a8afc-772b-4d9d-a4ad-e1aaec6227bc___JR_HL 8730.JPG,a leaf
1028,1028,Pepper__bell___healthy/34e28d62-4a58-4090-8454-e060a48c195c___JR_HL 8082.JPG,a green leaf on a white wall
1029,1029,Pepper__bell___healthy/3502c57a-2c09-45e7-9cb6-96dd57f301a1___JR_HL 7981.JPG,leaves on the surface of a surface
1030,1030,Pepper__bell___healthy/350cc75f-850d-42c3-8312-9cdad63697ab___JR_HL 8587.JPG,a leaf on a grey background
1031,1031,Pepper__bell___healthy/35390f28-2e9e-4f2c-b84e-cc1a7ad55fa8___JR_HL 8708.JPG,the leaf on a table
1032,1032,Pepper__bell___healthy/354ec641-1c12-4440-8dd5-635d169d484e___JR_HL 8139.JPG,"an empty leaf with the words,'you and me, i feel to make"
1033,1033,Pepper__bell___healthy/3564ffeb-efdb-41c5-b0c0-bc4ff12fbbbc___JR_HL 5924.JPG,a leaf sitting on the floor
1034,1034,Pepper__bell___healthy/35c7f0ff-2b3b-4d07-be50-08ff0edfc51f___JR_HL 7625.JPG,two leaves on top of a table
1035,1035,Pepper__bell___healthy/36391acd-9e10-4c5f-b6fc-3f4ce491dbe7___JR_HL 8637.JPG,a plant that looks like it is floating
1036,1036,Pepper__bell___healthy/365b9977-fab1-4a4b-9807-605151f9db3e___JR_HL 7766.JPG,a green leaf on a wall
1037,1037,Pepper__bell___healthy/3688ae98-5f85-4df3-a51f-07ad8707d5a5___JR_HL 8751.JPG,a leaf with the words in the bottom left corner
1038,1038,Pepper__bell___healthy/36a22116-062b-462c-9fed-37e5d2e4bc8b___JR_HL 8338.JPG,a leaf with the shadow on it
1039,1039,Pepper__bell___healthy/36e6c861-dfbe-4452-bb94-be96ad479290___JR_HL 8086.JPG,a green plant in a white vase
1040,1040,Pepper__bell___healthy/37507496-06e8-484e-b389-aa3bfed56be1___JR_HL 5935.JPG,a green leaf on the sand
1041,1041,Pepper__bell___healthy/37829073-ac95-4e17-a0d2-56bfb8358ebf___JR_HL 7819.JPG,a green leaf and some grey clouds
1042,1042,Pepper__bell___healthy/37a48c05-400a-487c-a64d-d90da02d0ef8___JR_HL 7961.JPG,"leaves, in grey and green tones"
1043,1043,Pepper__bell___healthy/38564aaf-7804-4360-b723-a37342660aa1___JR_HL 7670.JPG,a leaf on a gray background
1044,1044,Pepper__bell___healthy/389063cb-adf2-412a-b9d3-94ff948d7353___JR_HL 5880.JPG,an algae leaf with no visible
1045,1045,Pepper__bell___healthy/38a78908-7a67-47ac-9f08-43cdd3f17fc8___JR_HL 6010.JPG,a leaf and a single leaf on the side of a table
1046,1046,Pepper__bell___healthy/38f909e5-e943-48fd-b34b-20aa755082ee___JR_HL 8213.JPG,a leaf sitting on top of the table
1047,1047,Pepper__bell___healthy/3905568b-2ddd-4c71-bfc9-16bc8f2c3119___JR_HL 8008.JPG,a leaf and some words in front
1048,1048,Pepper__bell___healthy/39139a8a-d5ff-4f48-8b43-085cf6f34d77___JR_HL 7778.JPG,"leaves on the wall, with a quote"
1049,1049,Pepper__bell___healthy/3949ee17-d163-4713-bcaa-523e87cd3871___JR_HL 8109.JPG,leaves and a shadow on the ground
1050,1050,Pepper__bell___healthy/39a9b2a4-a7c6-4735-b605-5ac7600444ea___JR_HL 8641.JPG,a leaf with a pink background
1051,1051,Pepper__bell___healthy/39dc2c23-1b45-427f-8ad1-0ff66ae887b9___JR_HL 7559.JPG,a leaf on the ground
1052,1052,Pepper__bell___healthy/39f9b3aa-9424-4f3c-9988-1b576a23eb93___JR_HL 5908.JPG,some small green leaves
1053,1053,Pepper__bell___healthy/3a559a37-6880-497c-9b19-cc9c00657f6b___JR_HL 8048.JPG,a green leaf on top of a wall
1054,1054,Pepper__bell___healthy/3a66348b-a6b7-42ee-9411-9575a4240c6f___JR_HL 8627.JPG,a leaf that is on top of the white board
1055,1055,Pepper__bell___healthy/3a7cac14-10d7-4e76-b737-c2d77e0968f7___JR_HL 8486.JPG,a leaf that is not visible to be
1056,1056,Pepper__bell___healthy/3acd00fb-4abe-4762-8a73-07c909a5883d___JR_HL 7736.JPG,leaves on the wall
1057,1057,Pepper__bell___healthy/3b0f8dbb-905b-4bdc-b4c6-231a22a47287___JR_HL 7610.JPG,a green leaf on a light gray surface
1058,1058,Pepper__bell___healthy/3b5f6152-09c6-4458-8e7a-fb0b1ff43ee8___JR_HL 5851.JPG,leaves and shadows in the background
1059,1059,Pepper__bell___healthy/3b79de24-6a09-4d8d-a49e-610438a4de32___JR_HL 8606.JPG,leaves
1060,1060,Pepper__bell___healthy/3b8c55fd-ddd6-4ab6-94e8-3be93b1728eb___JR_HL 5963.JPG,"a leaf, taken from the top view"
1061,1061,Pepper__bell___healthy/3ba0eff1-bb0f-4624-8693-1890087db1d3___JR_HL 8510.JPG,a green leaf and a white wall
1062,1062,Pepper__bell___healthy/3ba519c0-340f-4cef-bbea-fcb67645868e___JR_HL 7828.JPG,a leaf and an earth on top
1063,1063,Pepper__bell___healthy/3bcf009f-b16c-4b7e-83e0-d0859bb10dde___JR_HL 8408.JPG,a green leaf on the background
1064,1064,Pepper__bell___healthy/3be55250-5873-46f7-a55c-e16ec36a300d___JR_HL 8773.JPG,a leaf on a table
1065,1065,Pepper__bell___healthy/3bf6ef5b-f492-4aee-ae35-bd5a0260fdaf___JR_HL 7988.JPG,a leaf in the shape of an apple
1066,1066,Pepper__bell___healthy/3c3ae39d-c397-4ad0-a95f-88d46cd15427___JR_HL 8210.JPG,a leaf on the wall
1067,1067,Pepper__bell___healthy/3cd9a770-3405-44a1-bf8d-9eb6d42bc0be___JR_HL 7642.JPG,a flower in front of the mirror
1068,1068,Pepper__bell___healthy/3d9886b0-d3cc-42d2-a41a-ec934b971bc9___JR_HL 8775.JPG,"a single green leaf next to the word'thank you, my mother '"
1069,1069,Pepper__bell___healthy/3d9eb50c-3739-4e37-987b-c70a398741e5___JR_HL 8308.JPG,a leaf on top of the wall
1070,1070,Pepper__bell___healthy/3da82d3f-34cf-4e0f-9ed4-1a77526dddb4___JR_HL 8611.JPG,a leaf on the table
1071,1071,Pepper__bell___healthy/3dbd080a-21d0-4fb0-8c31-9638c6030943___JR_HL 5817.JPG,"the left and right side of the photo of a leaf, each showing leaf structure"
1072,1072,Pepper__bell___healthy/3e2945ba-7e94-4faa-9877-5133350e8733___JR_HL 7640.JPG,a single leaf with a green leaf on it
1073,1073,Pepper__bell___healthy/3e2a611a-ecf1-4bf2-ba73-5a0a2b4151a0___JR_HL 8458.JPG,a leaf and an image of a flower
1074,1074,Pepper__bell___healthy/3e3596ca-16dd-4ccb-883d-0b777fd7a645___JR_HL 8592.JPG,a leaf with a white background
1075,1075,Pepper__bell___healthy/3ede2904-b21a-4b6a-940b-062c21ff71fa___JR_HL 7613.JPG,the leaves and water in a white vase
1076,1076,Pepper__bell___healthy/3f257cf2-a8ad-4a82-8114-2d70fbdcbed9___JR_HL 8181.JPG,a leaf on a table
1077,1077,Pepper__bell___healthy/3f3b903c-cfeb-4574-8be7-1580296d7c2f___JR_HL 5865.JPG,a leaf with the word'the best way to get out is to give your
1078,1078,Pepper__bell___healthy/401e43fb-f5f5-40b7-9fe8-d466ecb233c7___JR_HL 8137.JPG,"an empty room with the words,'a leaf on the wall '"
1079,1079,Pepper__bell___healthy/40b05b00-37a9-42c7-b98f-39ec77a58003___JR_HL 7773.JPG,a leaf on top of a piece of paper
1080,1080,Pepper__bell___healthy/4173faa6-34ef-4759-a763-4102f8f5f2d5___JR_HL 8542.JPG,a leaf with a capt that says we should not have a plant that is growing
1081,1081,Pepper__bell___healthy/41b94c99-7063-42dc-9ce7-22ff087317e9___JR_HL 7696.JPG,"two leaf charms, one with an inscription'i love you,'on the"
1082,1082,Pepper__bell___healthy/4265d731-d90c-42e8-961d-5784472b4e95___JR_HL 7794.JPG,a green leaf with a blue border
1083,1083,Pepper__bell___healthy/42f083e2-272d-4f83-ad9a-573ee90e50ec___Screen Shot 2015-05-06 at 4.01.13 PM.png,some peppers with one piece missing
1084,1084,Pepper__bell___healthy/430b823b-4972-4577-b032-eb121d241777___JR_HL 5939.JPG,"a leaf, with the words'take my face'written in it"
1085,1085,Pepper__bell___healthy/432a3897-5e80-45d6-b795-4fa206a58e26___JR_HL 8595.JPG,"a leaf and text that reads, what does it?"
1086,1086,Pepper__bell___healthy/433b061f-73ad-430f-9ad8-f6fc4c7577af___JR_HL 7941.JPG,"a leaf and the text,'get it right '"
1087,1087,Pepper__bell___healthy/434ee8ff-f082-4836-a729-2bf9b889e5d0___JR_HL 8262.JPG,some green leaves laying on the ground
1088,1088,Pepper__bell___healthy/439acdce-2761-4e9b-8db5-9b204395b2fa___JR_HL 8136.JPG,a leaf on the wall
1089,1089,Pepper__bell___healthy/452dd2b2-6d8e-46d5-a791-6e693fd9354b___JR_HL 8887.JPG,a leaf on the ground
1090,1090,Pepper__bell___healthy/4531baee-70c8-4504-82f1-5cb38c857928___JR_HL 8710.JPG,leaves and water droplets
1091,1091,Pepper__bell___healthy/455ad7ef-7e80-469d-87c2-70e4fcf4eaa3___JR_HL 8799.JPG,the sun reflecting off a leaf on a wall
1092,1092,Pepper__bell___healthy/457abc75-46bc-41a9-8490-e9f6d19a48f3___JR_HL 8508.JPG,a leaf with no leaves
1093,1093,Pepper__bell___healthy/458e551e-4674-4f35-8d75-8c5de29b35b9___JR_HL 5999.JPG,the word in a white square frame with a green leaf and a brown circle on
1094,1094,Pepper__bell___healthy/45b8562f-264b-4cc0-b108-83fcfb301adb___JR_HL 5822.JPG,"the leaf from the video, in its natural environment"
1095,1095,Pepper__bell___healthy/460fc45d-55be-443f-b36d-bcaf8a8bfe6e___JR_HL 8080.JPG,"a green leaf with the word,'love is an illusion of light'on"
1096,1096,Pepper__bell___healthy/4652c2fe-d7b7-430a-986b-d63820123cc8___JR_HL 8764.JPG,two green leaves in white and yellow
1097,1097,Pepper__bell___healthy/465aba86-91a2-490d-a8e9-9d6dbb04988f___JR_HL 8301.JPG,the leaves on top of a green leaf with text saying'good morning '
1098,1098,Pepper__bell___healthy/4696cbe7-0515-4dbf-a3f6-067d6358816f___JR_HL 8443.JPG,leaves that look like eyes
1099,1099,Pepper__bell___healthy/46c8faee-096a-47c5-94d1-b23c0a68fb56___JR_HL 7587.JPG,a plant on a white background
1100,1100,Pepper__bell___healthy/47299b1d-0dbc-4ecd-80c3-3c0561ad48d3___JR_HL 8889.JPG,a plant with the leaf in front of it
1101,1101,Pepper__bell___healthy/47640adf-fab7-4b61-9f88-93591162cfc9___JR_HL 7995.JPG,a plant with leaves
1102,1102,Pepper__bell___healthy/4785ba47-66fe-42fd-8c51-678b54b23e9d___JR_HL 8495.JPG,a leaf on the table
1103,1103,Pepper__bell___healthy/47c2ad4e-4eca-4597-9784-c3d99444bf29___JR_HL 8450.JPG,"leaves and an image of the cover of a book, saying the little things we"
1104,1104,Pepper__bell___healthy/47f970d9-b71c-47e0-b4f0-8283a0fa8ae7___JR_HL 7654.JPG,a leaf with an empty glass vase and the wall is in the background
1105,1105,Pepper__bell___healthy/4855c282-3d4b-4bd7-a1c5-81461ad75e9d___JR_HL 7675.JPG,a leaf on top of a table
1106,1106,Pepper__bell___healthy/48704549-8dc8-45f4-ac1f-2cd3cdb2a6d9___JR_HL 8251.JPG,the leaf of a plant with the word'let no '
1107,1107,Pepper__bell___healthy/48914149-316b-45ec-a6cf-853fa1215244___JR_HL 8025.JPG,leaves on top of a table
1108,1108,Pepper__bell___healthy/489667ae-bca0-4e52-819f-2e04be3ae8cd___JR_HL 8726.JPG,two leaves and a piece of paper
1109,1109,Pepper__bell___healthy/48cc23f2-d264-40f7-9267-7fc97a19aba2___JR_HL 8484.JPG,a leaf
1110,1110,Pepper__bell___healthy/48f5f336-54af-4415-be68-d23b38fcdd42___JR_HL 7631.JPG,the green leaf on a light grey background
1111,1111,Pepper__bell___healthy/4960c513-0f3b-49a0-91f7-e54561f5c1f7___JR_HL 5933.JPG,"a leaf, with the words my heart and your word on it"
1112,1112,Pepper__bell___healthy/496bcc16-a0f1-47cb-bf86-db0c959fc0d0___JR_HL 7614.JPG,"an empty, gray background with the words we are in"
1113,1113,Pepper__bell___healthy/4989156a-6b39-4a12-940e-fbd068ecbb65___JR_HL 8145.JPG,"the words'' i like you ', in the middle - earth"
1114,1114,Pepper__bell___healthy/498c3933-65ca-487e-91d1-35c715d281f2___JR_HL 7706.JPG,a leaf on the surface
1115,1115,Pepper__bell___healthy/49fe17e3-29c6-4619-9312-290858cb78be___JR_HL 7598.JPG,a green leaf and a small white object
1116,1116,Pepper__bell___healthy/4a014d71-25aa-47f4-b7cf-37dfd777b246___JR_HL 8433.JPG,a leaf on a light grey background
1117,1117,Pepper__bell___healthy/4a2df028-ffb3-4b00-a538-e69473c1101b___JR_HL 7567.JPG,the leaf with a shadow on it
1118,1118,Pepper__bell___healthy/4a32a3e1-2c33-4f60-9813-e29ecfd3c546___JR_HL 8650.JPG,a leaf on a piece of paper
1119,1119,Pepper__bell___healthy/4a4478b6-4d10-4973-b884-548ff3e1b444___JR_HL 8428.JPG,the words'no more for the leaves '
1120,1120,Pepper__bell___healthy/4a4e1da0-7772-4dbd-8a7a-c2db432080f0___JR_HL 8504.JPG,a leaf that is on a wall
1121,1121,Pepper__bell___healthy/4a72152d-9d9e-446a-8757-3ad7b3178dde___JR_HL 8091.JPG,a green leaf
1122,1122,Pepper__bell___healthy/4ab14ef2-ad45-4df6-87ce-1ffd11ad5543___JR_HL 7899.JPG,"a leaf and the quote,'the power to change is just one way to"
1123,1123,Pepper__bell___healthy/4afa2688-a33f-4adf-a0f5-18f9c5e7e848___JR_HL 8714.JPG,the album cover for it and the man with an empty heart
1124,1124,Pepper__bell___healthy/4afe528f-0d52-41ba-8fe5-009b3548858c___JR_HL 7898.JPG,a leaf on a grey surface
1125,1125,Pepper__bell___healthy/4b305da8-ccc7-4c6c-938c-cef12420aaab___JR_HL 5954.JPG,a green leaf on the ground
1126,1126,Pepper__bell___healthy/4b481d99-9c9c-4578-a778-21aef93166f3___JR_HL 8654.JPG,green leaves on the wall
1127,1127,Pepper__bell___healthy/4b7612c8-8f1c-4cdf-a4bb-2a9d266daa91___JR_HL 8852.JPG,two people talking to each other people
1128,1128,Pepper__bell___healthy/4bb66ce9-f62e-40e5-b25c-42e5aa2bcd89___JR_HL 8396.JPG,the leaves on the wall
1129,1129,Pepper__bell___healthy/4cdfdfb8-1efa-4a4f-af25-1e968c3aa38c___JR_HL 7607.JPG,leaves and a green leaf
1130,1130,Pepper__bell___healthy/4ce9b335-f4f7-4637-8317-16e010700ed6___JR_HL 8727.JPG,a leaf that is on a sheet of paper
1131,1131,Pepper__bell___healthy/4d212bb1-b0dc-46cc-b09c-6fa484bdfc36___JR_HL 8380.JPG,a leaf on a light background
1132,1132,Pepper__bell___healthy/4d525b16-48dc-40af-9721-024f002d5929___JR_HL 5970.JPG,a plant in the sand
1133,1133,Pepper__bell___healthy/4d5c943b-7c66-4f5d-85e3-d8e2f8c3e096___JR_HL 7727.JPG,the leaves and flower in this photo are placed on a white wall
1134,1134,Pepper__bell___healthy/4daa16b4-51ec-45a3-8617-b6b61562d8a5___JR_HL 8218.JPG,a green leaf on a grey surface
1135,1135,Pepper__bell___healthy/4e73e705-1163-43fc-ab6b-27207d9d37c6___JR_HL 8124.JPG,a leaf that is shaped like an angel on a wall
1136,1136,Pepper__bell___healthy/4e7f91aa-6db1-4363-afbc-5fcc88b42231___JR_HL 8284.JPG,leaves sitting on top of each other objects
1137,1137,Pepper__bell___healthy/4e9af7bf-96f5-4973-8470-0db94ef8e375___JR_HL 7896.JPG,a green leaf and an orange flower
1138,1138,Pepper__bell___healthy/4ea8bfc8-c0fb-4206-9630-171c91cd7bb3___JR_HL 7838.JPG,"the leaves of the plant on the right, a leaf with leaves attached to the"
1139,1139,Pepper__bell___healthy/4ebbed7f-321d-45e8-839e-b1af56445be5___JR_HL 6007.JPG,a leaf with one piece missing
1140,1140,Pepper__bell___healthy/4eee40c4-029f-49eb-a918-1aeee490ccdf___JR_HL 8401.JPG,a leaf on the cover of a book
1141,1141,Pepper__bell___healthy/4f770d4f-fd8b-4987-8a9b-e813e0c7a61b___JR_HL 8093.JPG,a single leaf on the sand
1142,1142,Pepper__bell___healthy/4fa781ca-8ec1-4446-82a6-c97751f91f71___JR_HL 8279.JPG,a leaf and a cup on a table
1143,1143,Pepper__bell___healthy/503d924f-1f02-4305-98d1-6cc140a83929___JR_HL 8517.JPG,leaves hanging on the wall
1144,1144,Pepper__bell___healthy/507a8f21-31bb-4b3a-b158-baa2831bed28___JR_HL 8152.JPG,a leaf in the ground
1145,1145,Pepper__bell___healthy/508ca47c-f3f9-4e1e-a9e8-759de2d45471___JR_HL 8678.JPG,a green leaf in front of a white wall
1146,1146,Pepper__bell___healthy/512c1e86-ac5e-41dd-9791-c00fb4ca866d___JR_HL 8703.JPG,a person using a tablet on top of a desk
